Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides shControl_CTRL_bR1	Peptides shControl_CTRL_bR2	Peptides shControl_CTRL_bR3	Peptides shControl_EGF_bR1	Peptides shControl_EGF_bR2	Peptides shControl_EGF_bR3	Peptides shTMEM_CTRL_bR1	Peptides shTMEM_CTRL_bR2	Peptides shTMEM_CTRL_bR3	Peptides shTMEM_EGF_bR1	Peptides shTMEM_EGF_bR2	Peptides shTMEM_EGF_bR3	Razor + unique peptides shControl_CTRL_bR1	Razor + unique peptides shControl_CTRL_bR2	Razor + unique peptides shControl_CTRL_bR3	Razor + unique peptides shControl_EGF_bR1	Razor + unique peptides shControl_EGF_bR2	Razor + unique peptides shControl_EGF_bR3	Razor + unique peptides shTMEM_CTRL_bR1	Razor + unique peptides shTMEM_CTRL_bR2	Razor + unique peptides shTMEM_CTRL_bR3	Razor + unique peptides shTMEM_EGF_bR1	Razor + unique peptides shTMEM_EGF_bR2	Razor + unique peptides shTMEM_EGF_bR3	Unique peptides shControl_CTRL_bR1	Unique peptides shControl_CTRL_bR2	Unique peptides shControl_CTRL_bR3	Unique peptides shControl_EGF_bR1	Unique peptides shControl_EGF_bR2	Unique peptides shControl_EGF_bR3	Unique peptides shTMEM_CTRL_bR1	Unique peptides shTMEM_CTRL_bR2	Unique peptides shTMEM_CTRL_bR3	Unique peptides shTMEM_EGF_bR1	Unique peptides shTMEM_EGF_bR2	Unique peptides shTMEM_EGF_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type shControl_CTRL_bR1	Identification type shControl_CTRL_bR2	Identification type shControl_CTRL_bR3	Identification type shControl_EGF_bR1	Identification type shControl_EGF_bR2	Identification type shControl_EGF_bR3	Identification type shTMEM_CTRL_bR1	Identification type shTMEM_CTRL_bR2	Identification type shTMEM_CTRL_bR3	Identification type shTMEM_EGF_bR1	Identification type shTMEM_EGF_bR2	Identification type shTMEM_EGF_bR3	Sequence coverage shControl_CTRL_bR1 [%]	Sequence coverage shControl_CTRL_bR2 [%]	Sequence coverage shControl_CTRL_bR3 [%]	Sequence coverage shControl_EGF_bR1 [%]	Sequence coverage shControl_EGF_bR2 [%]	Sequence coverage shControl_EGF_bR3 [%]	Sequence coverage shTMEM_CTRL_bR1 [%]	Sequence coverage shTMEM_CTRL_bR2 [%]	Sequence coverage shTMEM_CTRL_bR3 [%]	Sequence coverage shTMEM_EGF_bR1 [%]	Sequence coverage shTMEM_EGF_bR2 [%]	Sequence coverage shTMEM_EGF_bR3 [%]	Intensity	Intensity shControl_CTRL_bR1	Intensity shControl_CTRL_bR2	Intensity shControl_CTRL_bR3	Intensity shControl_EGF_bR1	Intensity shControl_EGF_bR2	Intensity shControl_EGF_bR3	Intensity shTMEM_CTRL_bR1	Intensity shTMEM_CTRL_bR2	Intensity shTMEM_CTRL_bR3	Intensity shTMEM_EGF_bR1	Intensity shTMEM_EGF_bR2	Intensity shTMEM_EGF_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
P49407	P49407	5	5	5	Beta-arrestin-1	ARRB1	>sp|P49407|ARRB1_HUMAN Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2	1	5	5	5	5	2	4	2	3	4	2	3	3	3	3	4	5	2	4	2	3	4	2	3	3	3	3	4	5	2	4	2	3	4	2	3	3	3	3	4	12	12	12	47.065	418	418	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12	5	12	9.3	9.3	12	9.3	9.3	9.3	9.3	9.3	12	30442000	739070	0	7982000	283550	770800	8533300	703550	6290800	804810	1701800	429920	2203000	9				954	1293;2014;2062;3493;11095	True;True;True;True;True	1470;2272;2324;3908;3909;12615	11568;11569;11570;11571;11572;11573;11574;11575;11576;11577;11578;11579;11580;11581;11582;11583;11584;11585;11586;11587;11588;11589;11590;17721;17722;17723;17724;18022;29713;29714;29715;29716;29717;29718;29719;29720;29721;29722;29723;29724;29725;29726;29727;29728;29729;29730;29731;29732;29733;29734;29735;29736;29737;29738;29739;29740;29741;29742;29743;29744;29745;29746;29747;29748;29749;29750;29751;29752;29753;29754;29755;29756;29757;29758;29759;29760;29761;29762;29763;96838;96839;96840;96841;96842;96843;96844;96845;96846;96847;96848	8781;8782;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;8794;8795;8796;8797;8798;8799;8800;8801;8802;12706;12916;20702;20703;20704;20705;20706;20707;20708;20709;20710;20711;20712;20713;20714;20715;20716;20717;20718;20719;20720;20721;20722;20723;20724;20725;20726;20727;20728;20729;20730;20731;20732;20733;20734;20735;20736;20737;20738;20739;20740;20741;20742;20743;20744;20745;20746;20747;20748;20749;20750;20751;20752;20753;20754;20755;20756;20757;20758;20759;68411;68412;68413;68414;68415;68416;68417;68418	8785;12706;12916;20729;68414	238	2112;9204	399	410;412
P49411	P49411	14	14	14	Elongation factor Tu, mitochondrial	TUFM	>sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2	1	14	14	14	7	1	9	5	8	11	6	10	10	7	6	10	7	1	9	5	8	11	6	10	10	7	6	10	7	1	9	5	8	11	6	10	10	7	6	10	42.7	42.7	42.7	49.541	452	452	0	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.8	3.1	24.3	14.6	23.9	33.6	18.6	25.9	26.3	19.2	16.6	29.9	269030000	1881400	120610	81124000	519530	9695400	90985000	1203200	37120000	16092000	3529900	3797800	22957000	41				955	226;1475;1510;2316;3394;3744;4250;4278;4662;5415;6404;9949;10489;11394	True;True;True;True;True;True;True;True;True;True;True;True;True;True	256;1672;1707;2604;3796;4195;4768;4799;5231;6076;7278;11336;11947;12934	1963;1964;1965;1966;1967;1968;1969;1970;13055;13056;13346;13347;13348;13349;13350;13351;13352;13353;13354;13355;13356;20038;20039;20040;20041;20042;20043;20044;20045;20046;28828;28829;28830;28831;28832;31830;31831;31832;31833;31834;31835;31836;31837;35891;35892;35893;35894;35895;36144;36145;36146;36147;36148;36149;36150;36151;39434;39435;39436;45976;45977;45978;45979;45980;45981;45982;45983;45984;45985;45986;45987;45988;45989;45990;45991;54828;54829;86495;86496;86497;86498;86499;86500;91873;91874;91875;91876;99146;99147;99148;99149;99150;99151;99152;99153;99154;99155	1273;1274;1275;1276;1277;1278;9721;9722;9889;9890;9891;9892;9893;14174;20020;20021;22387;22388;25426;25427;25565;25566;27644;32589;32590;32591;32592;32593;32594;32595;32596;32597;38271;61062;61063;65125;69817;69818;69819;69820;69821;69822;69823;69824	1278;9722;9892;14174;20020;22388;25426;25565;27644;32590;38271;61063;65125;69822				
P49450	P49450	1	1	1	Histone H3-like centromeric protein A	CENPA	>sp|P49450|CENPA_HUMAN Histone H3-like centromeric protein A OS=Homo sapiens OX=9606 GN=CENPA PE=1 SV=1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	10	10	10	15.99	140	140	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	10	0	10	10	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				956	7711	True	8754	65376;65377;65378;65379;65380;65381;65382	46107;46108	46107		2113;2114;9205		17;19;21
P49454	P49454	3	3	3	Centromere protein F	CENPF	>sp|P49454|CENPF_HUMAN Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=2	1	3	3	3	1	1	3	2	3	2	1	2	2	1	1	1	1	1	3	2	3	2	1	2	2	1	1	1	1	1	3	2	3	2	1	2	2	1	1	1	1.3	1.3	1.3	367.76	3210	3210	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	0.5	0.2	1.3	1.1	1.3	0.8	0.5	0.8	0.8	0.6	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				957	9543;10319;10556	True;True;True	10884;11755;12022	82895;82896;82897;82898;82899;90188;90189;90190;90191;90192;90193;90194;92468;92469;92470;92471;92472;92473;92474;92475	58441;58442;63797;63798;65523	58441;63797;65523		2115;2116;2117;9206		3093;3094;3150;3175
P49458	P49458	2	2	2	Signal recognition particle 9 kDa protein	SRP9	>sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2	1	2	2	2	0	0	1	0	1	2	0	1	0	0	1	2	0	0	1	0	1	2	0	1	0	0	1	2	0	0	1	0	1	2	0	1	0	0	1	2	25.6	25.6	25.6	10.112	86	86	0	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	0	0	12.8	0	12.8	25.6	0	12.8	0	0	12.8	25.6	22096000	0	0	0	0	1013600	12682000	0	2080100	0	0	423110	5897200	5				958	6771;11184	True;True	7680;12713	57567;57568;57569;97552;97553;97554;97555;97556	39925;39926;68777;68778;68779	39926;68778				
P49585	P49585	5	5	5	Choline-phosphate cytidylyltransferase A	PCYT1A	>sp|P49585|PCY1A_HUMAN Choline-phosphate cytidylyltransferase A OS=Homo sapiens OX=9606 GN=PCYT1A PE=1 SV=2	1	5	5	5	3	4	2	3	4	3	1	3	3	3	4	2	3	4	2	3	4	3	1	3	3	3	4	2	3	4	2	3	4	3	1	3	3	3	4	2	10.6	10.6	10.6	41.731	367	367	0	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9	9	2.5	9	7.4	9	2.5	7.4	9	9	7.4	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				959	22;2615;8971;10312;11343	True;True;True;True;True	28;2942;2943;10211;11747;11748;12882	236;237;238;239;240;241;22630;22631;22632;22633;22634;22635;22636;22637;22638;22639;22640;22641;22642;22643;22644;22645;22646;22647;22648;22649;22650;22651;22652;22653;22654;22655;22656;22657;22658;22659;22660;77170;77171;77172;77173;90126;90127;90128;90129;90130;90131;90132;90133;90134;90135;90136;90137;90138;90139;90140;98752;98753;98754	156;157;158;159;15884;15885;15886;15887;15888;15889;15890;15891;15892;15893;15894;15895;15896;15897;15898;15899;15900;54564;54565;54566;63735;63736;63737;63738;63739;63740;63741;63742;63743;63744;63745;63746;63747;63748;63749;63750;63751;63752;63753;63754;63755;63756;63757;63758;63759;63760;69613;69614;69615;69616	158;15894;54564;63754;69614		2118;2119;2120;2121;2122;2123;9207		329;331;339;342;343;347;362
P49588	P49588	2	2	2	Alanine--tRNA ligase, cytoplasmic	AARS	>sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2	1	2	2	2	1	0	1	0	0	1	0	2	1	0	0	1	1	0	1	0	0	1	0	2	1	0	0	1	1	0	1	0	0	1	0	2	1	0	0	1	2.1	2.1	2.1	106.81	968	968	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0.9	0	0.9	0	0	0.9	0	2.1	0.9	0	0	0.9	2349300	171860	0	676750	0	0	443650	0	744040	136450	0	0	176530	1				960	1920;9538	True;True	2170;10879	16986;82859;82860;82861;82862;82863;82864	12246;58416	12246;58416				
P49589	P49589	1	1	1	Cysteine--tRNA ligase, cytoplasmic	CARS	>sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS PE=1 SV=3	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	2	2	85.472	748	748	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				961	11082	True	12602	96744;96745;96746;96747	68344;68345;68346;68347	68345		2124		19
P49590	P49590	3	3	1	Probable histidine--tRNA ligase, mitochondrial	HARS2	>sp|P49590|SYHM_HUMAN Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1	1	3	3	1	3	1	3	0	2	3	2	2	3	2	1	1	3	1	3	0	2	3	2	2	3	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	5.7	5.7	2	56.888	506	506	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	5.7	2	5.7	0	3.8	5.7	4	4	5.7	4	2	2	15015000	151000	0	7752900	0	227770	4350000	99931	1292700	1067200	74021	0	0	4				962	1568;1670;11385	True;True;True	1770;1771;1894;12925	13832;13833;13834;13835;13836;13837;13838;13839;13840;13841;13842;13843;13844;13845;13846;13847;13848;14776;14777;14778;14779;14780;14781;14782;99085;99086;99087;99088;99089	10143;10144;10145;10146;10147;10148;10149;10150;10151;10152;10153;10753;10754;69801;69802	10145;10753;69801	239	2125	71	67
P49642	P49642	1	1	1	DNA primase small subunit	PRIM1	>sp|P49642|PRI1_HUMAN DNA primase small subunit OS=Homo sapiens OX=9606 GN=PRIM1 PE=1 SV=1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	2.4	2.4	2.4	49.901	420	420	0.0084799	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	0	2.4	0	0	2.4	2.4	0	2.4	2.4	0	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				963	2106	True	2371	18296;18297;18298;18299;18300;18301;18302	13083	13083		2126		374
P49674	P49674	1	1	1	Casein kinase I isoform epsilon	CSNK1E	>sp|P49674|KC1E_HUMAN Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	2.4	2.4	2.4	47.315	416	416	0.0036113	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	0	0	0	0	0	2.4	0	2.4	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				964	4394	True	4930	37091;37092;37093;37094	26149	26149		2127;9208		362;363
P49721	P49721	1	1	1	Proteasome subunit beta type-2	PSMB2	>sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	7.5	7.5	7.5	22.836	201	201	0	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	0	0	7.5	0	7.5	7.5	0	7.5	7.5	0	0	7.5	13941000	0	0	4736600	0	1209200	3808800	0	2216000	741650	0	0	1228700	2				965	6288	True	7145	53796;53797;53798;53799;53800;53801	37521;37522	37522				
P49736	P49736	11	11	11	DNA replication licensing factor MCM2	MCM2	>sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4	1	11	11	11	8	8	9	9	9	10	9	10	9	8	7	9	8	8	9	9	9	10	9	10	9	8	7	9	8	8	9	9	9	10	9	10	9	8	7	9	11.5	11.5	11.5	101.89	904	904	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	6.3	11.3	6.4	9.4	11.4	6.4	9.5	10.3	6.4	6.2	11.4	8568500	0	0	3536100	0	0	3213000	0	0	459400	0	0	1360000	1				966	307;486;2897;3456;3457;3498;7379;7381;7684;7829;9714	True;True;True;True;True;True;True;True;True;True;True	350;351;352;554;3251;3863;3864;3916;8370;8372;8724;8889;11078	2785;2786;2787;2788;2789;2790;2791;2792;2793;2794;2795;2796;2797;2798;2799;2800;2801;2802;2803;2804;2805;2806;2807;2808;2809;2810;2811;2812;2813;2814;2815;4452;4453;4454;4455;4456;4457;24948;24949;24950;24951;29330;29331;29332;29333;29334;29335;29336;29337;29338;29339;29340;29341;29342;29343;29344;29345;29346;29347;29348;29349;29350;29351;29352;29353;29354;29355;29356;29357;29358;29359;29360;29361;29858;29859;29860;29861;29862;29863;29864;29865;29866;29867;29868;29869;29870;29871;62325;62326;62327;62328;62329;62330;62331;62332;62333;62334;62335;62336;62337;62338;62344;62345;62346;62347;62348;62349;62350;62351;62352;62353;62354;62355;62356;62357;62358;62359;62360;62361;62362;62363;62364;62365;65166;65167;65168;65169;65170;65171;66489;66490;66491;66492;66493;66494;66495;66496;66497;66498;66499;66500;66501;66502;66503;66504;66505;66506;66507;66508;66509;84474;84475;84476;84477;84478;84479;84480;84481;84482	1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;3142;3143;3144;3145;17415;20376;20377;20378;20379;20380;20381;20382;20383;20384;20385;20386;20387;20388;20389;20390;20391;20392;20393;20394;20395;20396;20397;20398;20399;20400;20401;20402;20403;20404;20405;20406;20407;20408;20409;20410;20411;20412;20413;20414;20415;20416;20417;20418;20419;20420;20421;20422;20423;20424;20425;20426;20427;20428;20429;20430;20431;20432;20433;20434;20435;20436;20437;20438;20439;20440;20441;20442;20443;20444;20445;20849;20850;20851;20852;20853;20854;20855;20856;20857;20858;20859;20860;20861;20862;20863;20864;20865;20866;20867;20868;20869;20870;20871;20872;20873;20874;20875;20876;20877;20878;20879;20880;20881;43658;43659;43660;43661;43662;43663;43664;43665;43666;43667;43668;43669;43670;43671;43672;43673;43674;43676;43677;43678;43679;43680;43681;43682;43683;43684;43685;43686;43687;43688;43689;43690;43691;43692;43693;43694;43695;43696;43697;43698;43699;43700;45963;46900;46901;46902;46903;46904;46905;46906;46907;46908;46909;46910;46911;59553;59554;59555;59556;59557;59558;59559	1877;3142;17415;20383;20434;20849;43667;43693;45963;46909;59555	240	2128;2129;2130;2131;2132;2133;2134;2135;2136;9209;10587	10	4;12;13;25;26;27;40;41;108;137;139
P49748	P49748	3	3	3	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADVL	>sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	1	3	3	3	1	0	3	0	0	3	0	2	1	0	0	2	1	0	3	0	0	3	0	2	1	0	0	2	1	0	3	0	0	3	0	2	1	0	0	2	6.7	6.7	6.7	70.389	655	655	0	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	1.2	0	6.7	0	0	6.7	0	4.1	1.2	0	0	4.1	16723000	170160	0	6309600	0	0	6209500	0	2446900	205690	0	0	1381000	2				967	386;2188;2431	True;True;True	441;2465;2727	3521;3522;3523;3524;18999;19000;20935;20936;20937;20938;20939;20940	2476;13550;14723	2476;13550;14723				
P49755	P49755	2	2	2	Transmembrane emp24 domain-containing protein 10	TMED10	>sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2	1	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	11.9	11.9	11.9	24.976	219	219	0	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	0	0	0	7.8	0	4.1	0	0	0	0	1616500	0	0	0	0	0	1616500	0	0	0	0	0	0	2				968	5398;7484	True;True	6056;8494	45839;63298	32482;44363	32482;44363				
P49756	P49756	2	2	2	RNA-binding protein 25	RBM25	>sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3	1	2	2	2	2	2	1	2	2	1	2	1	0	1	1	1	2	2	1	2	2	1	2	1	0	1	1	1	2	2	1	2	2	1	2	1	0	1	1	1	1.8	1.8	1.8	100.18	843	843	0	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	1.8	1.8	1.7	1.8	1.8	1.7	1.8	1.7	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				969	5254;5255	True;True	5896;5897	44730;44731;44732;44733;44734;44735;44736;44737;44738;44739;44740;44741;44742;44743;44744;44745	31816;31817;31818;31819;31820;31821;31822;31823;31824;31825;31826;31827;31828;31829;31830;31831;31832	31819;31831		2137;2138		675;677
P49757	P49757	4	4	4	Protein numb homolog	NUMB	>sp|P49757|NUMB_HUMAN Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2	1	4	4	4	1	1	2	3	3	2	1	4	1	2	3	3	1	1	2	3	3	2	1	4	1	2	3	3	1	1	2	3	3	2	1	4	1	2	3	3	15.1	15.1	15.1	70.803	651	651	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	6.1	6.1	8.4	12.7	10.8	10.4	6.1	15.1	6.1	8.4	12.7	12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				970	2242;4513;7841;10116	True;True;True;True	2523;5064;5065;5066;8902;11523	19397;19398;19399;19400;19401;38106;38107;38108;38109;38110;38111;38112;38113;38114;38115;38116;38117;38118;38119;38120;38121;38122;38123;38124;38125;66599;66600;66601;66602;66603;88048;88049;88050;88051	13774;13775;26722;26723;26724;26725;26726;26727;26728;26729;26730;46975;46976;46977;46978;46979;46980;46981;62038;62039;62040	13774;26730;46980;62038	241	2139;2140;2141;2142;2143;2144;2145;2146;9210;9211;9212	255	235;238;240;241;243;244;246;247;425;438;634
P49760	P49760	1	1	1	Dual specificity protein kinase CLK2	CLK2	>sp|P49760|CLK2_HUMAN Dual specificity protein kinase CLK2 OS=Homo sapiens OX=9606 GN=CLK2 PE=1 SV=1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1.6	1.6	1.6	60.089	499	499	0.003603	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	1.6	1.6	0	1.6	0	0	0	0	1.6	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				971	7328	True	8312	61810;61811;61812;61813;61814	43290	43290		2147		50
P49761	P49761	2	2	2	Dual specificity protein kinase CLK3	CLK3	>sp|P49761|CLK3_HUMAN Dual specificity protein kinase CLK3 OS=Homo sapiens OX=9606 GN=CLK3 PE=1 SV=3	1	2	2	2	1	1	2	1	1	0	1	2	2	2	2	2	1	1	2	1	1	0	1	2	2	2	2	2	1	1	2	1	1	0	1	2	2	2	2	2	3.8	3.8	3.8	73.514	638	638	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	2	2	3.8	2	2	0	2	3.8	3.8	3.8	3.8	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0				972	9137;11561	True;True	10406;13116	78980;78981;78982;78983;78984;78985;100459;100460;100461;100462;100463;100464;100465;100466;100467;100468;100469;100470;100471;100472;100473	55832;70651;70652;70653;70654;70655;70656;70657;70658;70659	55832;70652		2148;2149;2150		157;197;199
P49768	P49768	2	2	2	Presenilin-1;Presenilin-1 NTF subunit;Presenilin-1 CTF subunit;Presenilin-1 CTF12	PSEN1	>sp|P49768|PSN1_HUMAN Presenilin-1 OS=Homo sapiens OX=9606 GN=PSEN1 PE=1 SV=1	1	2	2	2	2	2	1	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	2	2	2	7.9	7.9	7.9	52.667	467	467	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.9	7.9	4.1	7.9	7.9	4.1	4.1	4.1	4.1	7.9	7.9	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0				973	140;8616	True;True	164;9807	1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;73950;73951;73952;73953;73954;73955;73956	827;828;829;830;831;832;833;834;835;52345;52346;52347;52348	831;52346		2151;2152;2153;2154		43;365;366;367
P49773	P49773	2	2	2	Histidine triad nucleotide-binding protein 1	HINT1	>sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2	1	2	2	2	1	1	1	2	0	1	2	2	1	2	1	1	1	1	1	2	0	1	2	2	1	2	1	1	1	1	1	2	0	1	2	2	1	2	1	1	12.7	12.7	12.7	13.802	126	126	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	7.1	7.1	7.1	12.7	0	7.1	12.7	12.7	7.1	12.7	7.1	7.1	27888000	515460	553210	5140700	310850	0	4571300	973570	10029000	993190	1638400	1132900	2029400	3				974	4242;6703	True;True	4759;7606	35826;35827;35828;35829;57035;57036;57037;57038;57039;57040;57041;57042;57043;57044;57045	25398;25399;39566	25398;39566				
